compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
hydrochlorothiazide	JZUFKLXOESDKRF-UHFFFAOYSA-N	[M-H]-	295.9571994	1.192251796	0.692251796	1.692251796	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_22_MS-P3-C3_1_Rg70to1050-CE205060norm--S1_Run124.h5	HF_Aug2019	
probenecid	DBABZHXKTCFAPX-UHFFFAOYSA-N	[M-H]-	284.0962031	1.193909443	0.693909443	1.693909443	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_33_MS-P4-C4_1_Rg70to1050-CE102040norm--S1_Run179.h5	HF_Aug2019	
thimerosal	HXQVQGWHFRNKMS-UHFFFAOYSA-M	[M-H]-	383.0035176	1.194037189	0.694037189	1.694037189	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_48_MS-P5-C9_1_Rg70to1050-CE102040norm--S1_Run256.h5	HF_Aug2019	
melatonin	DRLFMBDRBRZALE-UHFFFAOYSA-N	[M-H]-	231.1139	1.196387785	0.446387785	1.946387785	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05B02 2. MZRT: m/z-rt manually verified 3. PEAK: nice but split, 2nd peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA05B02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST, MONA 3. PEAK: nice but split, 2nd peak 4. SPECTRUM: none				HF_Aug2019	
5-hydroxybenzo[a]phenazine	WZBDRAAGHRCRKM-UHFFFAOYSA-N	[M-H]-	245.07204	1.19911493	0.44911493	1.94911493	20	negative	split peak near solvent front				HF_Aug2019	
anthranilic acid	RWZYAGGXGHYGMB-UHFFFAOYSA-N	[M-H]-	136.0404	1.199780837	0.449780837	1.949780837	20	negative	none				HF_Aug2019	
cortisol	JYGXADMDTFJGBT-VWUMJDOOSA-N	[M+acetate]-	421.22318	1.20089718	0.45089718	1.95089718	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05A07 2. MZRT: m/z-rt manually verified 3. PEAK: double peak, separate - check MSMS for both 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA05A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: double peak, separate - check MSMS for both 4. SPECTRUM: perfect msms				HF_Aug2019	
cortisol	JYGXADMDTFJGBT-VWUMJDOOSA-N	[M-H]-	361.20205	1.20089718	0.45089718	1.95089718	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: double peak, separate - check MSMS for both 4. SPECTRUM: perfect match to metatlas, many mismatches to nist, couple mismatches to mona; STANDARD ANNOTATION: 1. SOURCE: IROA05A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: double peak, separate - check MSMS for both 4. SPECTRUM: perfect msms				HF_Aug2019	
indole-3-propionic acid	GOLXRNDWAUTYKT-UHFFFAOYSA-N	[M-H]-	188.0717	1.204159789	0.454159789	1.954159789	20	negative	split peak near solvent front				HF_Aug2019	
7,8-dihydroxy-6-methoxycoumarin	HAVWRBANWNTOJX-UHFFFAOYSA-N	[M-H]-	207.0299	1.204440735	0.454440735	1.954440735	20	negative	split peak near solvent front				HF_Aug2019	
naringenin	FTVWIRXFELQLPI-UHFFFAOYSA-N	[M-H]-	271.0612	1.205457147	0.455457147	1.955457147	20	negative	split peak near solvent front				HF_Aug2019	
1-naphthaleneacetic acid	PRPINYUDVPFIRX-UHFFFAOYSA-N	[M-H]-	185.0608	1.210684598	0.460684598	1.960684598	20	negative	none				HF_Aug2019	
n6-(delta2-isopentenyl)-adenine	HYVABZIGRDEKCD-UHFFFAOYSA-N	[M-H]-	202.10982	1.221831067	0.471831067	1.971831067	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05F02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: double peak, separate mostly 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05F02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: double peak, separate mostly 4. SPECTRUM: perfect msms, mona has a binning issue				HF_Aug2019	
dyphylline	KSCFJBIXMNOVSH-UHFFFAOYSA-N	[M-H]-	253.0942289	1.224462637	0.724462637	1.724462637	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_14_MS-P2-C5_1_Rg70to1050-CE205060norm--S1_Run83.h5	HF_Aug2019	
indole-3-acetamide	ZOAMBXDOGPRZLP-UHFFFAOYSA-N	[M-H]-	173.07204	1.230231499	0.480231499	1.980231499	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05F12 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: double peak 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA05F12 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: double peak 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
protoporphyrin	ZCFFYALKHPIRKJ-UHFFFAOYSA-N	[M-H]-	561.25073	1.230339708	0.480339708	1.980339708	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07A12 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A12 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
5-hydroxyindoleacetic acid	DUUGKQCEGZLZNO-UHFFFAOYSA-N	[M-H]-	190.05097	1.234115709	0.484115709	1.984115709	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06E08 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06E08 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
sulindac	MLKXDPUZXIRXEP-MFOYZWKCSA-N	[M+Cl]-	391.0576456	1.241410603	0.741410603	1.741410603	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_50_MS-P5-C11_1_Rg70to1050-CE205060norm--S1_Run267.h5	HF_Aug2019	
4-chloroindole-3-acetic acid	WNCFBCKZRJDRKZ-UHFFFAOYSA-N	[M-H]-	208.01708	1.245473212	0.495473212	1.995473212	20	negative	none				HF_Aug2019	
2-methyl-6-nitro-4(1h)-quinolone	RTYZYMGYCRYVGF-UHFFFAOYSA-N	[M-H]-	203.04622	1.248508406	0.498508406	1.998508406	20	negative	split peak near solvent front				HF_Aug2019	
thymine	RWQNBRDOKXIBIV-UHFFFAOYSA-N	[M-H]-	125.03565	1.255231064	0.505231064	2.005231064	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01E05 2. MZRT: m/z-rt manually verified 3. PEAK: choppy w shoulders, close to void 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
24-epibrassinolide	IXVMHGVQKLDRKH-QHBHMFGVSA-N	[M-H]-	479.33781	1.259977152	0.509977152	2.009977152	20	negative	split peak near solvent front				HF_Aug2019	
dyphylline	KSCFJBIXMNOVSH-UHFFFAOYSA-N	[M+Cl]-	289.0709069	1.264813673	0.764813673	1.764813673	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_14_MS-P2-C5_1_Rg70to1050-CE205060norm--S1_Run83.h5	HF_Aug2019	
luteolin	IQPNAANSBPBGFQ-UHFFFAOYSA-N	[M-H]-	285.04046	1.26833127	0.51833127	2.01833127	20	negative	messy split peak near solvent front				HF_Aug2019	
bromocriptine mesylate	OZVBMTJYIDMWIL-NXIPCUEUSA-N	[M-H]-	652.2140055	1.268502545	0.768502545	1.768502545	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_2_MS-P1-C3_1_Rg70to1050-CE205060norm--S1_Run22.h5	HF_Aug2019	
3-(2-hydroxyphenyl)propanoic acid	CJBDUOMQLFKVQC-UHFFFAOYSA-N	[M-H]-	165.05572	1.272167126	0.522167126	2.022167126	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05G07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: small bump on short tail 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA05G07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: small bump on short tail 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
2,4-dihydroxypteridine	UYEUUXMDVNYCAM-UHFFFAOYSA-N	[M-H]-	163.02615	1.272194658	0.522194658	2.022194658	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04A05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA04A05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
sulfinpyrazone	MBGGBVCUIVRRBF-UHFFFAOYSA-N	[M-H]-	403.1121875	1.274744443	0.774744443	1.774744443	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_48_MS-P5-C9_1_Rg70to1050-CE102040norm--S1_Run256.h5	HF_Aug2019	
3alpha-hydroxy-5beta-cholanic acid	SMEROWZSTRWXGI-YPLGJCPNSA-N	[M-H]-	375.29047	1.276546249	0.526546249	2.026546249	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: split peak in void 4. SPECTRUM: calc'ed score is low because of binning issue but is perfect match with LOTS of grags				HF_Aug2019	
novobiocin sodium	YJQPYGGHQPGBLI-KGSXXDOSSA-N	[M-H]-	611.224634	1.28037491	0.78037491	1.78037491	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_33_MS-P4-C4_1_Rg70to1050-CE102040norm--S1_Run179.h5	HF_Aug2019	
canagliflozin	XTNGUQKDFGDXSJ-ZXGKGEBGSA-N	[M+Cl]-	479.1100751	1.282396128	0.782396128	1.782396128	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_25_MS-P3-C6_1_Rg70to1050-CE205060norm--S1_Run139.h5	HF_Aug2019	
quercetin	REFJWTPEDVJJIY-UHFFFAOYSA-N	[M-H]-	301.03538	1.296742507	0.546742507	2.046742507	20	negative	none				HF_Aug2019	
gibberellin a7	SEEGHKWOBVVBTQ-NFMPGMCNSA-N	[M-H]-	329.13945	1.304587011	0.554587011	2.054587011	20	negative	none				HF_Aug2019	
n-acetylserotonin	MVAWJSIDNICKHF-UHFFFAOYSA-N	[M-H]-	217.09825	1.305746832	0.555746832	2.055746832	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice but in void 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice but in void 4. SPECTRUM: none				HF_Aug2019	
ferulic acid	KSEBMYQBYZTDHS-HWKANZROSA-N	[M-H]-	193.05063	1.309825349	0.559825349	2.059825349	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05D08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05D08 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
jasmonoyl-s-isoleucine	IBZYPBGPOGJMBF-USJDGMIGSA-N	[M-H]-	322.20238	1.334545943	0.584545943	2.084545943	20	negative	messy peak shape				HF_Aug2019	
isoniazid	QRXWMOHMRWLFEY-UHFFFAOYSA-N	[M-H]-	136.0516358	1.346045012	0.846045012	1.846045012	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_29_MS-P3-C10_1_Rg70to1050-CE205060norm--S1_Run160.h5	HF_Aug2019	
diflunisal	HUPFGZXOMWLGNK-UHFFFAOYSA-N	[M-H]-	249.0368746	1.350322831	0.850322831	1.850322831	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_16_MS-P2-C7_1_Rg70to1050-CE205060norm--S1_Run93.h5	HF_Aug2019	
n-(phenylmethyl)-9h-purin-6-amine	NWBJYWHLCVSVIJ-UHFFFAOYSA-N	[M-H]-	224.09417	1.380985205	0.630985205	2.130985205	20	negative	split peak near solvent front				HF_Aug2019	
kinetin	QANMHLXAZMSUEX-UHFFFAOYSA-N	[M-H]-	214.07343	1.382334307	0.632334307	2.132334307	20	negative	none				HF_Aug2019	
uracil	ISAKRJDGNUQOIC-UHFFFAOYSA-N	[M-H]-	111.02	1.393699506	0.643699506	2.143699506	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01F03 2. MZRT: m/z-rt manually verified 3. PEAK: nice with right shoulder 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01F03 2. MZRT: m/z-rt manually verified 3. PEAK: nice with right shoulder 4. SPECTRUM: none				HF_Aug2019	
n6-isopentyl adenosine	USVMJSALORZVDV-SDBHATRESA-N	[M-H]-	334.15208	1.414559324	0.664559324	2.164559324	20	negative	split peak near solvent front				HF_Aug2019	
para-topolin riboside	LZNPQLJNXKVMMY-SCFUHWHPSA-N	[M-H]-	386.14699	1.448423196	0.698423196	2.198423196	20	negative	none				HF_Aug2019	
indole-3-acetic acid	SEOVTRFCIGRIMH-UHFFFAOYSA-N	[M-H]-	174.05605	1.473830144	0.723830144	2.223830144	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: nice but close to void w small r and l shoulder peaks, may retain better on C18 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05H11 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity with R and L shoulder peaks 4. SPECTRUM: none				HF_Aug2019	
kinetin riboside	CAGLGYNQQSIUGX-SDBHATRESA-N	[M-H]-	346.11569	1.491141025	0.741141025	2.241141025	20	negative	none				HF_Aug2019	
purine	KDCGOANMDULRCW-UHFFFAOYSA-N	[M-H]-	119.03632	1.515576118	0.765576118	2.265576118	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
chloramphenicol sodium succinate	LIRCDOVJWUGTMW-NKUHCKNESA-N	[M-H]-	421.0210948	1.521499832	1.021499832	2.021499832	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_1_MS-P1-C2_1_Rg70to1050-CE102040norm--S1_Run16.h5	HF_Aug2019	
ethacrynic acid	AVOLMBLBETYQHX-UHFFFAOYSA-N	[M-H]-	301.0039882	1.524160521	1.024160521	2.024160521	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_19_MS-P2-C10_1_Rg70to1050-CE205060norm--S1_Run109.h5	HF_Aug2019	
4-coumaric acid	NGSWKAQJJWESNS-ZZXKWVIFSA-N	[M-H]-	163.04007	1.524381333	0.774381333	2.274381333	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07A03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA07A03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
vanillic acid	WKOLLVMJNQIZCI-UHFFFAOYSA-N	[M-H]-	167.03498	1.557504191	0.807504191	2.307504191	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLC0107 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_matching_mzs 3. PEAK: right shoulder 4. SPECTRUM: perfect; STANDARD ANNOTATION: 1. SOURCE: NMLC0107 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_matching_mzs 3. PEAK: right shoulder 4. SPECTRUM: perfect				HF_Aug2019	
tolmetin sodium	UPSPUYADGBWSHF-UHFFFAOYSA-N	[M-H]-	256.0979173	1.598257761	1.098257761	2.098257761	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_46_MS-P5-C7_1_Rg70to1050-CE205060norm--S1_Run247.h5	HF_Aug2019	
thymidine	IQFYYKKMVGJFEH-XLPZGREQSA-N	[M-H]-	241.083	1.603927488	0.853927488	2.353927488	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: right shoulder 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
syringic acid	JMSVCTWVEWCHDZ-UHFFFAOYSA-N	[M-H]-	197.04555	1.608256557	0.858256557	2.358256557	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLC1001 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_num_matches 3. PEAK: nice 4. SPECTRUM: perfect; STANDARD ANNOTATION: 1. SOURCE: NMLC1001 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_num_matches 3. PEAK: nice 4. SPECTRUM: perfect				HF_Aug2019	
2-hydroxyphenylacetic acid	IWYDHOAUDWTVEP-SSDOTTSWSA-N	[M-H]-	151.04007	1.616534167	0.866534167	2.366534167	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05E09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: small spike on tail 4. SPECTRUM: perefect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05E09 2. MZRT: m/z-rt manually verified 3. PEAK: small spike on tail 4. SPECTRUM: perefect msms				HF_Aug2019	
furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	[M-H]-	329.0004441	1.618671526	1.118671526	2.118671526	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_25_MS-P3-C6_1_Rg70to1050-CE102040norm--S1_Run138.h5	HF_Aug2019	
allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N	[M-H]-	135.0312347	1.625042171	1.125042171	2.125042171	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_1_MS-P1-C2_1_Rg70to1050-CE102040norm--S1_Run16.h5	HF_Aug2019	
hydrocortisone hemisuccinate	VWQWXZAWFPZJDA-PILPDLGISA-N	[M-H]-	461.218092	1.625911622	1.125911622	2.125911622	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_24_MS-P3-C5_1_Rg70to1050-CE102040norm--S1_Run133.h5	HF_Aug2019	
2-hydroxycinnamic acid	PMOWTIHVNWZYFI-AATRIKPKSA-N	[M-H]-	163.04007	1.633651723	0.883651723	2.383651723	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLC1302 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: possible coellution at solvent front or binning issue; STANDARD ANNOTATION: 1. SOURCE: NMLC1302 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: possible coellution at solvent front or binning issue				HF_Aug2019	
5'-methylthioadenosine	WUUGFSXJNOTRMR-IOSLPCCCSA-N	[M+acetate]-	356.10341	1.641728044	0.891728044	2.391728044	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified 3. PEAK: triplet peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified 3. PEAK: triplet peak 4. SPECTRUM: none				HF_Aug2019	
5'-methylthioadenosine	WUUGFSXJNOTRMR-IOSLPCCCSA-N	[M-H]-	296.08228	1.641728044	0.891728044	2.391728044	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: triplet peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified 3. PEAK: triplet peak 4. SPECTRUM: none				HF_Aug2019	
ortho-topolin riboside	URVCVGNFSZHAOA-UHFFFAOYSA-N	[M-H]-	372.13134	1.654468747	0.904468747	2.404468747	20	negative	none				HF_Aug2019	
mercaptopurine	GLVAUDGFNGKCSF-UHFFFAOYSA-N	[M-H]-	151.0083911	1.657164412	1.157164412	2.157164412	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_21_MS-P3-C2_1_Rg70to1050-CE102040norm--S1_Run118.h5	HF_Aug2019	
3-hydroxybutanoic acid	WHBMMWSBFZVSSR-GSVOUGTGSA-N	[M-H]-	103.04007	1.679437495	0.929437495	2.429437495	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04C05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: none 4. SPECTRUM: perfect match to mona; STANDARD ANNOTATION: 1. SOURCE: IROA04C05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: none 4. SPECTRUM: perfect match to mona				HF_Aug2019	
gibberellin a5	ZOWHLBOPCIHIHW-KQBHUUJHSA-N	[M-H]-	329.13945	1.713068875	0.963068875	2.463068875	20	negative	none				HF_Aug2019	
deferasirox	BOFQWVMAQOTZIW-UHFFFAOYSA-N	[M-H]-	372.09898	1.727531519	1.227531519	2.227531519	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_34_MS-P4-C5_1_Rg70to1050-CE205060norm--S1_Run185.h5	HF_Aug2019	
4-hydroxybenzoic acid	FJKROLUGYXJWQN-UHFFFAOYSA-N	[M-H]-	137.02442	1.742754426	0.992754426	2.492754426	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05A05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
